"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
123 -0.3708039454 -0.3708039454 -0.3708039454 -0.3708039454
135 -0.3701503803 -0.3701503803 -0.3701503803 -0.3701503803
138 -0.3667100911 -0.3667100911 -0.3667100911 -0.3667100911
139 -0.3659690737 -0.3659690737 -0.3659690737 -0.3659690737
144 -0.3603237950 -0.3603237950 -0.3603237950 -0.3603237950
152 -0.3572761300 -0.3572761300 -0.3572761300 -0.3572761300
168 -0.3527622424 -0.3527622424 -0.3527622424 -0.3527622424
175 -0.3436906968 -0.3436906968 -0.3436906968 -0.3436906968
193 -0.3356681502 -0.3356681502 -0.3356681502 -0.3356681502
198 -0.3314618056 -0.3314618056 -0.3314618056 -0.3314618056
203 -0.3301902973 -0.3301902973 -0.3301902973 -0.3301902973
224 -0.3239861386 -0.3239861386 -0.3239861386 -0.3239861386
230 -0.3186269428 -0.3186269428 -0.3186269428 -0.3186269428
405 -0.3106305099 -0.3106305099 -0.3106305099 -0.3106305099
100001 -0.3112840750 -0.3106305099 -0.3112840750 -0.3106305099
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 -0.5268830953 -0.5268830953 -0.5268830953 -0.5268830953
3 -0.5244452426 -0.5244452426 -0.5244452426 -0.5244452426
4 -0.5124544885 -0.5124544885 -0.5124544885 -0.5124544885
5 -0.5092042677 -0.5092042677 -0.5092042677 -0.5092042677
6 -0.5042510051 -0.5042510051 -0.5042510051 -0.5042510051
7 -0.5029304426 -0.5029304426 -0.5029304426 -0.5029304426
9 -0.5016631816 -0.5016631816 -0.5016631816 -0.5016631816
10 -0.4996001487 -0.4996001487 -0.4996001487 -0.4996001487
11 -0.4973422188 -0.4973422188 -0.4973422188 -0.4973422188
12 -0.4890928387 -0.4890928387 -0.4890928387 -0.4890928387
13 -0.4877458979 -0.4877458979 -0.4877458979 -0.4877458979
15 -0.4796526119 -0.4796526119 -0.4796526119 -0.4796526119
17 -0.4791724919 -0.4791724919 -0.4791724919 -0.4791724919
18 -0.4754510283 -0.4754510283 -0.4754510283 -0.4754510283
19 -0.4733382774 -0.4733382774 -0.4733382774 -0.4733382774
20 -0.4720637588 -0.4720637588 -0.4720637588 -0.4720637588
21 -0.4690800317 -0.4690800317 -0.4690800317 -0.4690800317
23 -0.4617975492 -0.4617975492 -0.4617975492 -0.4617975492
24 -0.4587048421 -0.4587048421 -0.4587048421 -0.4587048421
27 -0.4569018897 -0.4569018897 -0.4569018897 -0.4569018897
29 -0.4542477597 -0.4542477597 -0.4542477597 -0.4542477597
32 -0.4492365358 -0.4492365358 -0.4492365358 -0.4492365358
34 -0.4465465541 -0.4465465541 -0.4465465541 -0.4465465541
39 -0.4363097616 -0.4363097616 -0.4363097616 -0.4363097616
50 -0.4295735972 -0.4295735972 -0.4295735972 -0.4295735972
57 -0.4276686098 -0.4276686098 -0.4276686098 -0.4276686098
59 -0.4276115469 -0.4276115469 -0.4276115469 -0.4276115469
60 -0.4252489261 -0.4252489261 -0.4252489261 -0.4252489261
69 -0.4217693716 -0.4217693716 -0.4217693716 -0.4217693716
71 -0.4168943652 -0.4168943652 -0.4168943652 -0.4168943652
72 -0.4139013835 -0.4139013835 -0.4139013835 -0.4139013835
80 -0.4075237402 -0.4075237402 -0.4075237402 -0.4075237402
91 -0.4054370094 -0.4054370094 -0.4054370094 -0.4054370094
106 -0.3997345252 -0.3997345252 -0.3997345252 -0.3997345252
117 -0.3941891960 -0.3941891960 -0.3941891960 -0.3941891960
118 -0.3892653898 -0.3892653898 -0.3892653898 -0.3892653898
119 -0.3854856428 -0.3854856428 -0.3854856428 -0.3854856428
136 -0.3788403175 -0.3788403175 -0.3788403175 -0.3788403175
137 -0.3750440402 -0.3750440402 -0.3750440402 -0.3750440402
163 -0.3740429998 -0.3740429998 -0.3740429998 -0.3740429998
176 -0.3703564411 -0.3703564411 -0.3703564411 -0.3703564411
184 -0.3690956451 -0.3690956451 -0.3690956451 -0.3690956451
186 -0.3684291687 -0.3684291687 -0.3684291687 -0.3684291687
227 -0.3582520541 -0.3582520541 -0.3582520541 -0.3582520541
231 -0.3564158149 -0.3564158149 -0.3564158149 -0.3564158149
234 -0.3549237870 -0.3549237870 -0.3549237870 -0.3549237870
250 -0.3514834978 -0.3514834978 -0.3514834978 -0.3514834978
251 -0.3509136138 -0.3509136138 -0.3509136138 -0.3509136138
275 -0.3452155748 -0.3452155748 -0.3452155748 -0.3452155748
287 -0.3403020054 -0.3403020054 -0.3403020054 -0.3403020054
298 -0.3327641037 -0.3327641037 -0.3327641037 -0.3327641037
306 -0.3265994420 -0.3265994420 -0.3265994420 -0.3265994420
341 -0.3233413148 -0.3233413148 -0.3233413148 -0.3233413148
360 -0.3200159573 -0.3200159573 -0.3200159573 -0.3200159573
362 -0.3192749400 -0.3192749400 -0.3192749400 -0.3192749400
367 -0.3182659281 -0.3182659281 -0.3182659281 -0.3182659281
373 -0.3182575430 -0.3182575430 -0.3182575430 -0.3182575430
476 -0.3170272528 -0.3170272528 -0.3170272528 -0.3170272528
100001 -0.3235525231 -0.3170272528 -0.3235525231 -0.3170272528
"function evaluation" "current f(x)" "best-so-far f(x)" "current af(x)+b" "best af(x)+b"
1 -0.4830679800 -0.4830679800 -0.4830679800 -0.4830679800
2 -0.4808070460 -0.4808070460 -0.4808070460 -0.4808070460
3 -0.4764853144 -0.4764853144 -0.4764853144 -0.4764853144
9 -0.4761373574 -0.4761373574 -0.4761373574 -0.4761373574
10 -0.4602754977 -0.4602754977 -0.4602754977 -0.4602754977
15 -0.4503571992 -0.4503571992 -0.4503571992 -0.4503571992
17 -0.4421078191 -0.4421078191 -0.4421078191 -0.4421078191
19 -0.4377635985 -0.4377635985 -0.4377635985 -0.4377635985
20 -0.4360527030 -0.4360527030 -0.4360527030 -0.4360527030
23 -0.4321740735 -0.4321740735 -0.4321740735 -0.4321740735
24 -0.4301110406 -0.4301110406 -0.4301110406 -0.4301110406
30 -0.4275618542 -0.4275618542 -0.4275618542 -0.4275618542
31 -0.4260878596 -0.4260878596 -0.4260878596 -0.4260878596
36 -0.4248205987 -0.4248205987 -0.4248205987 -0.4248205987
38 -0.4199455923 -0.4199455923 -0.4199455923 -0.4199455923
40 -0.4186740840 -0.4186740840 -0.4186740840 -0.4186740840
41 -0.4113916015 -0.4113916015 -0.4113916015 -0.4113916015
43 -0.4091121531 -0.4091121531 -0.4091121531 -0.4091121531
48 -0.4033945159 -0.4033945159 -0.4033945159 -0.4033945159
50 -0.4000691585 -0.4000691585 -0.4000691585 -0.4000691585
62 -0.3955248260 -0.3955248260 -0.3955248260 -0.3955248260
63 -0.3948287752 -0.3948287752 -0.3948287752 -0.3948287752
64 -0.3944869461 -0.3944869461 -0.3944869461 -0.3944869461
74 -0.3847736891 -0.3847736891 -0.3847736891 -0.3847736891
82 -0.3747439729 -0.3747439729 -0.3747439729 -0.3747439729
84 -0.3658647785 -0.3658647785 -0.3658647785 -0.3658647785
88 -0.3619332156 -0.3619332156 -0.3619332156 -0.3619332156
97 -0.3612796506 -0.3612796506 -0.3612796506 -0.3612796506
105 -0.3591376690 -0.3591376690 -0.3591376690 -0.3591376690
109 -0.3583595774 -0.3583595774 -0.3583595774 -0.3583595774
